Date,Temp,Load
20150130,30.92,2.0329
20150131,28.04,1.827758
20150201,35.96,1.7790599999999999
20150202,39.019999999999996,2.0927379999999998
20150203,26.060000000000002,2.046704
20150204,42.08,1.919818
20150205,24.98,2.105683
20150206,28.04,2.060245
20150207,46.04,1.727011
20150208,53.06,1.6181189999999999
20150209,44.06,1.9443119999999998
20150210,30.92,1.937798
20150211,37.04,1.934597
20150212,33.08,2.11002
20150213,19.04,2.105359
20150214,28.04,1.981781
20150215,5.0,2.061238
20150216,10.04,2.208835
20150217,19.939999999999998,2.094238
20150218,19.939999999999998,2.2203180000000002
20150219,6.079999999999998,2.314347
20150220,10.940000000000001,2.244704
20150221,33.98,1.924774
20150222,33.08,1.805223
20150223,21.92,2.1225970000000003
20150224,26.060000000000002,2.130849
20150225,33.08,1.998442
20150226,21.02,2.086202
20150227,17.06,2.065648
20150228,24.98,1.839992
20150301,33.98,1.798751
20150302,33.08,1.94199
20150303,48.92,1.957423
20150304,44.06,1.959039
20150305,28.04,2.122452
20150306,23.0,2.071264
20150307,39.92,1.787719
20150308,44.96,1.620028
20150309,51.980000000000004,1.667914
20150310,44.96,1.722883
20150311,42.980000000000004,1.71556
20150312,50.0,1.782731
20150313,57.92,1.7180630000000001
20150314,55.040000000000006,1.5465730000000002
20150315,46.04,1.555215
20150316,66.02,1.677762
20150317,57.92,1.748387
20150318,44.06,1.782923
20150319,46.04,1.765704
20150320,42.08,1.762908
20150321,55.040000000000006,1.51523
20150322,39.92,1.552229
20150323,37.94,1.74847
20150324,46.94,1.709835
20150325,69.08000000000001,1.7320280000000001
20150326,48.92,1.704423
20150327,37.04,1.754021
20150328,28.94,1.730319
20150329,44.96,1.52113
20150330,51.980000000000004,1.603353
20150331,59.0,1.644422
20150401,57.92,1.635337
20150402,69.08000000000001,1.562928
20150403,62.96,1.433312
20150404,48.019999999999996,1.3961130000000002
20150405,62.96,1.3224939999999998
20150406,68.0,1.537137
20150407,62.06,1.547973
20150408,69.98,1.635943
20150409,75.92,1.661411
20150410,66.92,1.646491
20150411,55.94,1.3362100000000001
20150412,68.0,1.374208
20150413,80.06,1.626463
20150414,62.96,1.575199
20150415,66.02,1.583408
20150416,60.08,1.593277
20150417,71.06,1.6199059999999998
20150418,77.0,1.428142
20150419,71.06,1.33602
20150420,73.03999999999999,1.5946150000000001
20150421,57.019999999999996,1.566106
20150422,53.96,1.641716
20150423,44.06,1.660344
20150424,55.94,1.624972
20150425,53.06,1.417332
20150426,57.92,1.3414949999999999
20150427,48.019999999999996,1.5321690000000001
20150428,62.96,1.558402
20150429,69.08000000000001,1.602172
20150430,59.0,1.566663
20150501,68.0,1.5819239999999999
20150502,71.96000000000001,1.4011010000000002
20150503,77.0,1.4305350000000001
20150504,80.96000000000001,1.7758530000000001
20150505,73.94,1.7673510000000001
20150506,82.94,1.982666
20150507,84.92,2.0730560000000002
20150508,87.08000000000001,2.217641
20150509,87.08000000000001,2.162773
20150510,87.08000000000001,2.1923209999999997
20150511,87.08000000000001,2.5211439999999996
20150512,71.96000000000001,1.906833
20150513,53.96,1.562275
20150514,68.0,1.6285889999999998
20150515,78.98,1.759205
20150516,77.0,1.7087970000000001
20150517,78.98,1.90054
20150518,82.03999999999999,2.330187
20150519,75.92,2.105933
20150520,55.040000000000006,1.643864
20150521,53.96,1.6821700000000002
20150522,68.0,1.6450879999999999
20150523,71.96000000000001,1.435752
20150524,80.06,1.544351
20150525,82.03999999999999,1.954169
20150526,80.06,2.2164360000000003
20150527,80.96000000000001,2.227097
20150528,80.06,2.2319009999999997
20150529,86.0,2.3319029999999996
20150530,82.03999999999999,2.100737
20150531,82.94,2.059034
20150601,60.08,1.640036
20150602,62.96,1.663211
20150603,71.06,1.7283810000000002
20150604,77.0,1.921615
20150605,82.03999999999999,2.153111
20150606,75.02,1.717011
20150607,84.02,1.936838
20150608,78.98,2.202273
20150609,75.02,1.967314
20150610,86.0,2.381218
20150611,89.06,2.6241790000000003
20150612,89.96000000000001,2.628339
20150613,82.94,2.271005
